37.73282,-122.413954
37.71282,-122.423464
37.72182,-122.433964
37.73882,-122.441963
37.74182,-122.403965
37.75582,-122.409967
37.73082,-122.411068
37.71382,-122.413962
37.70282,-122.419964
37.7486019785,-122.3866948485
37.7832313449,-122.4037456512
37.7875641404,-122.3990953318
37.7486019785,-122.3866948485
37.7822731701,-122.4081981182
37.7713793667,-122.4143394333
37.7486019785,-122.3866948485
37.7753431833,-122.39261315
37.7832313449,-122.4037456512
37.7858259859,-122.4065190554
37.7847236986,-122.3951625824
37.8040516333,-122.4028873333
37.8040516333,-122.4028873333
37.7486019785,-122.3866948485
37.8051948167,-122.4119163833
37.7847236986,-122.3951625824
37.7486019785,-122.3866948485
37.8057852167,-122.4136755
